"PVWatts Hourly PV Performance Data"
"Requested Location","300 alumni drive"
"Location","Lat, Lng: 38.01, -84.5"
"Latitude (DD)","38.01"
"Longitude (DD)","-84.50"
"Elevation (m)","302.79998779297"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","1","17","0","0","5","2.7","0.13","0","0","0","0"
"11","1","18","0","0","5","2.7","0.13","0","5","0","0"
"11","1","19","0","0","4","2.4","0.13","0","4","0","0"
"11","1","20","0","0","3","1.8","0.13","0","3","0","0"
"11","1","21","0","0","3","1.4","0.13","0","3","0","0"
"11","1","22","0","0","3","1.5","0.13","0","3","0","0"
"11","1","23","0","0","2","1.7","0.13","0","2","0","0"
"11","2","0","0","0","2","1.9","0.13","0","2","0","0"
"11","2","1","0","0","1","2.2","0.13","0","1","0","0"
"11","2","2","0","0","0","1.9","0.13","0","0","0","0"
"11","2","3","0","0","0","1.2","0.13","0","0","0","0"
"11","2","4","0","0","-1","1","0.13","0","-1","0","0"
"11","2","5","0","0","-2","0.9","0.13","0","-2","0","0"
"11","2","6","0","0","-3","1","0.13","0","-3","0","0"
"11","2","7","353","23","-2","1.6","0.13","90.903","-0.066","371.245","326.382"
"11","2","8","721","53","0","2.2","0.13","362.732","8.471","2597.47","2473.723"
"11","2","9","861","67","2","2.8","0.13","597.171","14.597","4344.042","4158.407"
"11","2","10","937","71","4","3.7","0.13","773.631","18.08","5513.852","5286.766"
"11","2","11","965","74","5","4.3","0.13","878.214","19.639","6185.129","5934.257"
"11","2","12","969","75","5","4.5","0.13","904.38","19.665","6357.782","6100.792"
"11","2","13","949","76","6","4.6","0.13","850.64","19.619","5999.489","5755.194"
"11","2","14","906","71","5","4.5","0.13","719.886","16.699","5168.627","4953.774"
"11","2","15","820","63","4","4.1","0.13","528.062","13.087","3867.303","3698.561"
"11","2","16","633","47","3","2.9","0.13","281.672","8.731","1931.469","1831.321"
"11","2","17","0","0","1","1.8","0.13","0","0","0","0"
"11","2","18","0","0","0","1.4","0.13","0","0","0","0"
"11","2","19","0","0","0","1.2","0.13","0","0","0","0"
"11","2","20","0","0","-1","1.2","0.13","0","-1","0","0"
"11","2","21","0","0","-2","1.1","0.13","0","-2","0","0"
"11","2","22","0","0","-3","1.1","0.13","0","-3","0","0"
"11","2","23","0","0","-3","1","0.13","0","-3","0","0"
"11","3","0","0","0","-4","0.9","0.13","0","-4","0","0"
"11","3","1","0","0","-4","0.9","0.13","0","-4","0","0"
"11","3","2","0","0","-4","0.9","0.13","0","-4","0","0"
"11","3","3","0","0","-3","0.8","0.13","0","-3","0","0"
"11","3","4","0","0","-3","0.6","0.13","0","-3","0","0"
"11","3","5","0","0","-3","0.6","0.13","0","-3","0","0"
"11","3","6","0","0","-4","0.7","0.13","0","-4","0","0"
"11","3","7","356","22","-3","0.9","0.13","85.303","-0.863","346.092","302.12"
"11","3","8","723","52","-1","1.4","0.13","360.881","8.978","2575.745","2452.768"
"11","3","9","862","66","1","1.9","0.13","594.493","15.872","4305.819","4121.538"
"11","3","10","924","74","3","2.3","0.13","765.086","20.644","5403.547","5180.369"
"11","3","11","949","79","4","2.4","0.13","868.265","23.623","6027.964","5782.66"
"11","3","12","953","81","5","2.5","0.13","895.187","24.852","6175.782","5925.241"
"11","3","13","940","78","5","2.5","0.13","843.15","23.71","5859.908","5620.56"
"11","3","14","900","73","6","2.4","0.13","715.645","22.204","5037.022","4826.832"
"11","3","15","819","63","5","1.9","0.13","525.557","18.154","3779.122","3613.504"
"11","3","16","642","45","3","1.2","0.13","281.444","11.071","1908.329","1809.001"
"11","3","17","0","0","1","0.9","0.13","0","0","0","0"
"11","3","18","0","0","1","0.9","0.13","0","1","0","0"
"11","3","19","0","0","1","0.6","0.13","0","1","0","0"
"11","3","20","0","0","1","0.5","0.13","0","1","0","0"
"11","3","21","0","0","0","0.8","0.13","0","0","0","0"
"11","3","22","0","0","0","1.1","0.13","0","0","0","0"
"11","3","23","0","0","-1","1.2","0.13","0","-1","0","0"
"11","4","0","0","0","-2","1.2","0.13","0","-2","0","0"
"11","4","1","0","0","-2","1.1","0.13","0","-2","0","0"
"11","4","2","0","0","-2","1.1","0.13","0","-2","0","0"
"11","4","3","0","0","-2","1","0.13","0","-2","0","0"
"11","4","4","0","0","-2","0.9","0.13","0","-2","0","0"
"11","4","5","0","0","-2","0.9","0.13","0","-2","0","0"
"11","4","6","0","0","-1","0.9","0.13","0","-1","0","0"
"11","4","7","251","22","0","1.1","0.13","67.249","1.627","275.52","234.049"
"11","4","8","636","58","0","1.4","0.13","332.333","9.187","2364.622","2249.125"
"11","4","9","796","73","2","1.7","0.13","561.262","16.645","4051.229","3875.97"
"11","4","10","871","82","5","2","0.13","738.052","23.053","5166.103","4951.339"
"11","4","11","894","90","7","2.3","0.13","839.439","26.331","5769.656","5533.506"
"11","4","12","890","96","8","2.2","0.13","863.3","28.26","5880.207","5640.14"
"11","4","13","861","97","8","2","0.13","805.21","27.673","5512.548","5285.508"
"11","4","14","405","177","8","1.6","0.13","487.583","20.958","3415.294","3262.568"
"11","4","15","96","145","7","1.1","0.13","207.434","13.194","1467.076","1383.383"
"11","4","16","267","64","5","1","0.13","171.002","10.17","1160.813","1087.972"
"11","4","17","0","0","3","1.1","0.13","0","0","0","0"
"11","4","18","0","0","3","1.2","0.13","0","3","0","0"
"11","4","19","0","0","3","1.2","0.13","0","3","0","0"
"11","4","20","0","0","3","1.3","0.13","0","3","0","0"
"11","4","21","0","0","2","1.4","0.13","0","2","0","0"
"11","4","22","0","0","2","1.5","0.13","0","2","0","0"
"11","4","23","0","0","2","1.6","0.13","0","2","0","0"
"11","5","0","0","0","2","1.5","0.13","0","2","0","0"
"11","5","1","0","0","2","1.4","0.13","0","2","0","0"
"11","5","2","0","0","2","1.3","0.13","0","2","0","0"
"11","5","3","0","0","2","1.4","0.13","0","2","0","0"
"11","5","4","0","0","1","1.4","0.13","0","1","0","0"
"11","5","5","0","0","1","1.5","0.13","0","1","0","0"
"11","5","6","0","0","1","1.5","0.13","0","1","0","0"
"11","5","7","0","20","2","1.8","0.13","19.021","2.424","86.684","51.904"
"11","5","8","120","97","4","2.1","0.13","153.6","7.663","1083.524","1013.422"
"11","5","9","683","97","6","2.2","0.13","521.647","18.282","3734.948","3570.896"
"11","5","10","782","106","9","2.2","0.13","700.921","25.473","4858.06","4654.212"
"11","5","11","446","215","11","2","0.13","611.888","25.919","4186.796","4006.732"
"11","5","12","842","108","12","1.7","0.13","834.451","33.691","5567.438","5338.453"
"11","5","13","811","109","13","1.3","0.13","776.618","35.104","5166.849","4952.058"
"11","5","14","527","148","13","0.7","0.13","539.322","30.89","3651.937","3490.826"
"11","5","15","0","67","12","0.2","0.13","62.23","14.386","416.522","370.055"
"11","5","16","0","32","11","0.4","0.13","29.668","12.066","192.14","153.623"
"11","5","17","0","0","9","0.8","0.13","0","0","0","0"
"11","5","18","0","0","7","1","0.13","0","7","0","0"
"11","5","19","0","0","6","1.1","0.13","0","6","0","0"
"11","5","20","0","0","6","1.2","0.13","0","6","0","0"
"11","5","21","0","0","6","1.3","0.13","0","6","0","0"
"11","5","22","0","0","6","1.4","0.13","0","6","0","0"
"11","5","23","0","0","5","1.3","0.13","0","5","0","0"
"11","6","0","0","0","5","1.3","0.13","0","5","0","0"
"11","6","1","0","0","5","1.2","0.13","0","5","0","0"
"11","6","2","0","0","4","1.2","0.13","0","4","0","0"
"11","6","3","0","0","4","1.2","0.13","0","4","0","0"
"11","6","4","0","0","4","1.1","0.13","0","4","0","0"
"11","6","5","0","0","4","0.9","0.13","0","4","0","0"
"11","6","6","0","0","3","0.9","0.13","0","3","0","0"
"11","6","7","0","2","4","1.2","0.13","1.847","4.047","7.499","0"
"11","6","8","0","80","5","1.7","0.13","77.714","7.015","539.291","488.474"
"11","6","9","111","162","7","1.9","0.13","238.947","12.954","1696.486","1604.665"
"11","6","10","37","200","9","1.8","0.13","231.741","14.877","1611.952","1523.126"
"11","6","11","246","255","12","1.7","0.13","473.31","24.272","3237.018","3090.609"
"11","6","12","866","91","14","1.5","0.13","832.728","36.626","5497.603","5271.093"
"11","6","13","297","243","15","1.2","0.13","506.372","29.723","3402.065","3249.808"
"11","6","14","433","168","14","0.8","0.13","495.328","29.985","3356.919","3206.261"
"11","6","15","149","142","13","0.7","0.13","232.605","20.714","1608.013","1519.326"
"11","6","16","31","66","11","1.3","0.13","78.237","13.21","520.533","470.38"
"11","6","17","0","0","10","1.9","0.13","0","0","0","0"
"11","6","18","0","0","9","2","0.13","0","9","0","0"
"11","6","19","0","0","9","2","0.13","0","9","0","0"
"11","6","20","0","0","9","2.3","0.13","0","9","0","0"
"11","6","21","0","0","9","2.6","0.13","0","9","0","0"
"11","6","22","0","0","9","2.4","0.13","0","9","0","0"
"11","6","23","0","0","9","2.4","0.13","0","9","0","0"
"11","7","0","0","0","9","2.6","0.13","0","9","0","0"
"11","7","1","0","0","8","2.9","0.13","0","8","0","0"
"11","7","2","0","0","8","3.2","0.13","0","8","0","0"
"11","7","3","0","0","8","3.4","0.13","0","8","0","0"
"11","7","4","0","0","8","3.5","0.13","0","8","0","0"
"11","7","5","0","0","8","3.3","0.13","0","8","0","0"
"11","7","6","0","0","8","3.1","0.13","0","8","0","0"
"11","7","7","0","2","8","3.1","0.13","1.847","8.032","7.336","0"
"11","7","8","0","27","9","3.2","0.13","25.017","9.49","163.982","126.463"
"11","7","9","0","83","10","3.5","0.13","77.696","11.452","530.25","479.753"
"11","7","10","0","88","12","3.7","0.13","81.931","13.482","551.249","500.008"
"11","7","11","248","254","13","3.5","0.13","473.405","21.845","3268.761","3121.227"
"11","7","12","179","271","14","2.9","0.13","441.169","23.08","3017.635","2879"
"11","7","13","141","252","14","2.3","0.13","383.222","22.794","2620.781","2496.207"
"11","7","14","351","183","13","1.9","0.13","445.589","24.108","3080.101","2939.252"
"11","7","15","72","138","13","1.4","0.13","180.427","18.014","1246.288","1170.419"
"11","7","16","123","67","12","1","0.13","115.056","15.484","758.431","699.848"
"11","7","17","0","0","11","0.9","0.13","0","0","0","0"
"11","7","18","0","0","11","0.9","0.13","0","11","0","0"
"11","7","19","0","0","11","0.8","0.13","0","11","0","0"
"11","7","20","0","0","11","0.8","0.13","0","11","0","0"
"11","7","21","0","0","11","0.8","0.13","0","11","0","0"
"11","7","22","0","0","10","0.8","0.13","0","10","0","0"
"11","7","23","0","0","10","0.9","0.13","0","10","0","0"
"11","8","0","0","0","10","0.9","0.13","0","10","0","0"
"11","8","1","0","0","10","0.9","0.13","0","10","0","0"
"11","8","2","0","0","10","1","0.13","0","10","0","0"
"11","8","3","0","0","10","1.1","0.13","0","10","0","0"
"11","8","4","0","0","10","1.3","0.13","0","10","0","0"
"11","8","5","0","0","9","1.4","0.13","0","9","0","0"
"11","8","6","0","0","9","1.2","0.13","0","9","0","0"
"11","8","7","111","19","9","1.6","0.13","37.062","9.822","151.472","114.396"
"11","8","8","0","56","10","2.1","0.13","52.619","11.256","353.068","308.849"
"11","8","9","0","52","11","2.1","0.13","48.26","12.153","322.232","279.105"
"11","8","10","0","117","12","2.1","0.13","110.516","14.634","748.838","690.595"
"11","8","11","40","231","13","2.2","0.13","270.033","19.308","1846.052","1748.931"
"11","8","12","47","245","13","2.4","0.13","291.865","19.56","1995.374","1892.961"
"11","8","13","0","140","13","2.6","0.13","133.021","15.881","899.122","835.554"
"11","8","14","0","67","13","2.5","0.13","62.236","14.375","413.617","367.253"
"11","8","15","0","66","13","2.2","0.13","61.299","14.436","410.112","363.871"
"11","8","16","0","33","12","1.5","0.13","30.602","12.827","197.207","158.51"
"11","8","17","0","0","10","1","0.13","0","0","0","0"
"11","8","18","0","0","9","0.9","0.13","0","9","0","0"
"11","8","19","0","0","9","0.8","0.13","0","9","0","0"
"11","8","20","0","0","8","0.8","0.13","0","8","0","0"
"11","8","21","0","0","8","0.8","0.13","0","8","0","0"
"11","8","22","0","0","7","0.9","0.13","0","7","0","0"
"11","8","23","0","0","6","1","0.13","0","6","0","0"
"11","9","0","0","0","6","1.1","0.13","0","6","0","0"
"11","9","1","0","0","6","1.1","0.13","0","6","0","0"
"11","9","2","0","0","6","1.2","0.13","0","6","0","0"
"11","9","3","0","0","6","1.6","0.13","0","6","0","0"
"11","9","4","0","0","7","2","0.13","0","7","0","0"
"11","9","5","0","0","7","2.1","0.13","0","7","0","0"
"11","9","6","0","0","7","2.1","0.13","0","7","0","0"
"11","9","7","207","17","7","2.3","0.13","44.843","7.839","176.986","139.006"
"11","9","8","592","53","8","2.6","0.13","302.361","14.535","2089.164","1983.428"
"11","9","9","750","70","10","2.9","0.13","521.23","20.809","3706.384","3543.343"
"11","9","10","843","74","13","2.9","0.13","697.02","27.429","4808.266","4606.182"
"11","9","11","880","77","16","2.9","0.13","795.094","32.438","5352.656","5131.282"
"11","9","12","891","78","18","2.9","0.13","825.086","35.052","5489.645","5263.417"
"11","9","13","867","80","19","2.8","0.13","773.596","35.276","5156.022","4941.615"
"11","9","14","821","75","20","2.5","0.13","655.388","34.571","4405.678","4217.859"
"11","9","15","727","64","19","1.8","0.13","467.19","30.941","3196.399","3051.429"
"11","9","16","485","48","17","1.1","0.13","226.714","23.646","1443.114","1360.27"
"11","9","17","0","0","14","1.1","0.13","0","0","0","0"
"11","9","18","0","0","13","1.2","0.13","0","13","0","0"
"11","9","19","0","0","12","1.2","0.13","0","12","0","0"
"11","9","20","0","0","12","1.2","0.13","0","12","0","0"
"11","9","21","0","0","12","1.2","0.13","0","12","0","0"
"11","9","22","0","0","11","1.1","0.13","0","11","0","0"
"11","9","23","0","0","11","1.1","0.13","0","11","0","0"
"11","10","0","0","0","11","1.1","0.13","0","11","0","0"
"11","10","1","0","0","11","1.1","0.13","0","11","0","0"
"11","10","2","0","0","10","1.1","0.13","0","10","0","0"
"11","10","3","0","0","10","1.1","0.13","0","10","0","0"
"11","10","4","0","0","10","1.1","0.13","0","10","0","0"
"11","10","5","0","0","9","1.1","0.13","0","9","0","0"
"11","10","6","0","0","9","1.2","0.13","0","9","0","0"
"11","10","7","0","14","10","1.5","0.13","13.318","10.317","57.645","23.894"
"11","10","8","492","63","13","2","0.13","272.472","19.603","1841.543","1744.582"
"11","10","9","675","83","15","2.1","0.13","493.003","26.843","3421.204","3268.269"
"11","10","10","768","92","17","2.3","0.13","661.79","32.265","4478.078","4287.694"
"11","10","11","811","96","20","2.8","0.13","765.466","36.098","5077.527","4865.902"
"11","10","12","819","98","21","3.2","0.13","792.948","36.584","5241.764","5024.319"
"11","10","13","807","93","22","3.2","0.13","745.226","36.656","4938.149","4731.462"
"11","10","14","651","108","22","3","0.13","577.926","33.761","3886.69","3717.26"
"11","10","15","302","123","21","2.2","0.13","298.151","28.013","2028.201","1924.626"
"11","10","16","366","55","19","1.5","0.13","192.219","24.132","1218.552","1143.665"
"11","10","17","0","0","17","1.5","0.13","0","17","0","0"
"11","10","18","0","0","16","1.6","0.13","0","16","0","0"
"11","10","19","0","0","16","1.7","0.13","0","16","0","0"
"11","10","20","0","0","15","1.8","0.13","0","15","0","0"
"11","10","21","0","0","14","1.9","0.13","0","14","0","0"
"11","10","22","0","0","13","1.9","0.13","0","13","0","0"
"11","10","23","0","0","13","2","0.13","0","13","0","0"
"11","11","0","0","0","13","2","0.13","0","13","0","0"
"11","11","1","0","0","13","2.3","0.13","0","13","0","0"
"11","11","2","0","0","13","2.5","0.13","0","13","0","0"
"11","11","3","0","0","13","2.9","0.13","0","13","0","0"
"11","11","4","0","0","14","3.3","0.13","0","14","0","0"
"11","11","5","0","0","14","3.2","0.13","0","14","0","0"
"11","11","6","0","0","13","3.2","0.13","0","13","0","0"
"11","11","7","0","10","12","3.8","0.13","9.513","12.149","40.156","7.025"
"11","11","8","14","76","9","4.4","0.13","79.853","10.308","544.968","493.949"
"11","11","9","0","99","7","4.4","0.13","94.063","8.543","654.708","599.801"
"11","11","10","0","49","7","4.2","0.13","45.485","7.765","306.458","263.89"
"11","11","11","0","149","8","4.2","0.13","142.15","10.389","983.881","917.309"
"11","11","12","0","84","8","4.3","0.13","78.107","9.294","530.61","480.1"
"11","11","13","0","157","7","4.2","0.13","150.503","9.53","1048.232","979.38"
"11","11","14","0","74","7","4","0.13","68.756","8.191","470.992","422.594"
"11","11","15","493","119","7","3.5","0.13","400.869","14.533","2898.572","2764.156"
"11","11","16","267","71","6","3","0.13","176.547","9.531","1190.286","1116.401"
"11","11","17","0","0","5","2.7","0.13","0","5","0","0"
"11","11","18","0","0","5","2.8","0.13","0","5","0","0"
"11","11","19","0","0","4","2.5","0.13","0","4","0","0"
"11","11","20","0","0","4","2.3","0.13","0","4","0","0"
"11","11","21","0","0","3","2.2","0.13","0","3","0","0"
"11","11","22","0","0","3","2","0.13","0","3","0","0"
"11","11","23","0","0","2","1.8","0.13","0","2","0","0"
"11","12","0","0","0","2","1.7","0.13","0","2","0","0"
"11","12","1","0","0","2","1.9","0.13","0","2","0","0"
"11","12","2","0","0","2","2.1","0.13","0","2","0","0"
"11","12","3","0","0","1","1.9","0.13","0","1","0","0"
"11","12","4","0","0","0","1.5","0.13","0","0","0","0"
"11","12","5","0","0","0","1.4","0.13","0","0","0","0"
"11","12","6","0","0","0","1.5","0.13","0","0","0","0"
"11","12","7","129","16","0","1.8","0.13","26.453","0.554","107.85","72.32"
"11","12","8","0","15","2","2.2","0.13","13.884","2.325","91.313","56.369"
"11","12","9","0","51","4","2.3","0.13","47.328","5.087","325.456","282.215"
"11","12","10","0","80","5","2.3","0.13","74.353","6.705","513.037","463.15"
"11","12","11","3","172","6","2.2","0.13","168.162","9.926","1173.192","1099.912"
"11","12","12","4","177","7","2.2","0.13","173.848","11.058","1207.303","1132.815"
"11","12","13","13","189","7","2.2","0.13","193.89","11.529","1353.186","1273.529"
"11","12","14","34","177","7","2.1","0.13","204.779","11.889","1440.867","1358.103"
"11","12","15","0","105","6","1.8","0.13","101.327","8.575","708.126","651.326"
"11","12","16","5","57","4","1.2","0.13","57.53","5.664","389.918","344.393"
"11","12","17","0","0","2","0.8","0.13","0","2","0","0"
"11","12","18","0","0","0","0.9","0.13","0","0","0","0"
"11","12","19","0","0","0","0.9","0.13","0","0","0","0"
"11","12","20","0","0","0","1","0.13","0","0","0","0"
"11","12","21","0","0","0","1.1","0.13","0","0","0","0"
"11","12","22","0","0","0","1","0.13","0","0","0","0"
"11","12","23","0","0","-1","1","0.13","0","-1","0","0"
"11","13","0","0","0","-1","1","0.13","0","-1","0","0"
"11","13","1","0","0","-1","1","0.13","0","-1","0","0"
"11","13","2","0","0","-1","1","0.13","0","-1","0","0"
"11","13","3","0","0","0","1","0.13","0","0","0","0"
"11","13","4","0","0","0","0.6","0.13","0","0","0","0"
"11","13","5","0","0","0","0.7","0.13","0","0","0","0"
"11","13","6","0","0","0","0.8","0.13","0","0","0","0"
"11","13","7","0","13","0","0.8","0.13","12.367","0.35","55.905","22.216"
