"PVWatts Hourly PV Performance Data"
"Requested Location","300 alumni drive"
"Location","Lat, Lng: 38.01, -84.5"
"Latitude (DD)","38.01"
"Longitude (DD)","-84.50"
"Elevation (m)","302.79998779297"
"DC System Size (kW)","8"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","11","15","867","113","29","2.9","0.15","790.576","45.272","4975.086","4767.09"
"7","11","16","823","100","28","2.9","0.15","599.439","40.368","3880.203","3711.003"
"7","11","17","747","83","27","2.6","0.15","377.945","35.162","2415.482","2298.184"
"7","11","18","607","61","24","1.8","0.15","157.29","27.736","826.431","765.439"
"7","11","19","289","27","20","1.3","0.15","20.794","20.566","111.147","75.5"
"7","11","20","0","0","18","1.2","0.15","0","18","0","0"
"7","11","21","0","0","17","1.1","0.15","0","17","0","0"
"7","11","22","0","0","16","1","0.15","0","16","0","0"
"7","11","23","0","0","15","1","0.15","0","15","0","0"
"7","12","0","0","0","15","1","0.15","0","15","0","0"
"7","12","1","0","0","14","1","0.15","0","14","0","0"
"7","12","2","0","0","14","1","0.15","0","14","0","0"
"7","12","3","0","0","13","0.9","0.15","0","13","0","0"
"7","12","4","0","0","13","0.8","0.15","0","13","0","0"
"7","12","5","0","0","14","1","0.15","0","0","0","0"
"7","12","6","393","50","16","1.2","0.15","66.227","17.751","324.367","281.165"
"7","12","7","62","146","19","1.3","0.15","151.986","23.3","1001.037","933.858"
"7","12","8","363","213","23","1.2","0.15","389.24","34.315","2553.617","2431.423"
"7","12","9","166","334","24","1","0.15","438.3","37.328","2801.138","2670.174"
"7","12","10","435","334","25","1.1","0.15","708.947","46.02","4394.081","4206.673"
"7","12","11","198","463","25","1.1","0.15","646.521","44.113","3994.59","3821.338"
"7","12","12","204","485","25","1.1","0.15","685.52","45.256","4210.039","4029.152"
"7","12","13","81","456","24","1.2","0.15","523.757","39.089","3279.508","3131.594"
"7","12","14","163","439","24","1.4","0.15","579.316","39.947","3641.193","3480.462"
"7","12","15","330","343","24","1.2","0.15","594.288","41.201","3757.701","3592.842"
"7","12","16","463","220","24","1.2","0.15","495.836","38.403","3205.504","3060.212"
"7","12","17","695","89","24","1.2","0.15","362.081","34.464","2319.553","2205.654"
"7","12","18","531","68","22","0.9","0.15","150.793","26.453","812.555","752.054"
"7","12","19","217","28","20","0.9","0.15","21.271","20.638","112.795","77.089"
"7","12","20","0","0","18","1","0.15","0","18","0","0"
"7","12","21","0","0","17","1","0.15","0","17","0","0"
"7","12","22","0","0","16","1","0.15","0","16","0","0"
"7","12","23","0","0","16","1.1","0.15","0","16","0","0"
"7","13","0","0","0","15","1.1","0.15","0","15","0","0"
"7","13","1","0","0","14","1.1","0.15","0","14","0","0"
"7","13","2","0","0","14","1.1","0.15","0","14","0","0"
"7","13","3","0","0","13","1.1","0.15","0","13","0","0"
"7","13","4","0","0","13","1.1","0.15","0","13","0","0"
"7","13","5","0","0","14","1.6","0.15","0","0","0","0"
"7","13","6","483","48","16","2.1","0.15","69.575","17.479","323.815","280.633"
"7","13","7","695","74","19","2.5","0.15","273.435","24.916","1703.947","1611.861"
"7","13","8","806","90","22","3","0.15","503.276","32.221","3373.885","3222.626"
"7","13","9","868","102","24","3","0.15","714.829","38.481","4643.278","4447.04"
"7","13","10","902","112","25","2.9","0.15","886.112","43.223","5600.654","5370.492"
"7","13","11","926","115","26","2.8","0.15","1003.395","46.97","6208.704","5956.996"
"7","13","12","937","114","27","2.8","0.15","1053.924","49.016","6449.67","6189.424"
"7","13","13","919","123","27","3","0.15","1029.991","47.794","6340.562","6084.182"
"7","13","14","906","117","27","3.1","0.15","943.136","45.741","5881.841","5641.715"
"7","13","15","882","107","27","3.2","0.15","796.904","42.602","5071.166","4859.766"
"7","13","16","845","92","26","3.2","0.15","604.505","37.865","3954.974","3783.125"
"7","13","17","765","78","25","2.7","0.15","380.328","33.067","2451.316","2332.747"
"7","13","18","610","59","22","1.7","0.15","155.789","25.774","821.812","760.984"
"7","13","19","272","26","19","1.1","0.15","19.981","19.568","105.08","69.648"
"7","13","20","0","0","17","1.1","0.15","0","17","0","0"
"7","13","21","0","0","16","1","0.15","0","16","0","0"
"7","13","22","0","0","15","0.9","0.15","0","15","0","0"
"7","13","23","0","0","15","0.9","0.15","0","15","0","0"
"7","14","0","0","0","14","0.9","0.15","0","14","0","0"
"7","14","1","0","0","14","0.9","0.15","0","14","0","0"
"7","14","2","0","0","13","0.9","0.15","0","13","0","0"
"7","14","3","0","0","13","0.9","0.15","0","13","0","0"
"7","14","4","0","0","12","0.9","0.15","0","12","0","0"
"7","14","5","0","0","13","1.3","0.15","0","0","0","0"
"7","14","6","475","48","16","1.6","0.15","68.507","17.62","319.866","276.823"
"7","14","7","691","74","19","1.8","0.15","271.619","25.743","1685.79","1594.347"
"7","14","8","801","90","23","2.2","0.15","500.192","34.739","3319.383","3170.056"
"7","14","9","863","102","24","2.3","0.15","710.972","40.327","4584.457","4390.303"
"7","14","10","909","105","25","2.3","0.15","885.027","45.285","5548.496","5320.183"
"7","14","11","927","111","26","2.4","0.15","1000.45","48.475","6153.307","5903.563"
"7","14","12","936","113","27","2.5","0.15","1052.146","50.192","6407.968","6149.2"
"7","14","13","935","112","28","2.6","0.15","1035.157","50.409","6304.849","6049.735"
"7","14","14","923","107","28","2.7","0.15","948.968","48.196","5860.017","5620.665"
"7","14","15","898","100","28","2.7","0.15","802.681","45.11","5057.253","4846.346"
"7","14","16","850","91","27","2.6","0.15","606.67","40.197","3932.567","3761.512"
"7","14","17","771","77","26","2.1","0.15","381.72","35.06","2440.651","2322.461"
"7","14","18","623","57","23","1.4","0.15","156.005","27.033","814.346","753.782"
"7","14","19","284","26","19","1","0.15","20.06","19.582","104.225","68.823"
"7","14","20","0","0","18","1.1","0.15","0","18","0","0"
"7","14","21","0","0","18","1.1","0.15","0","18","0","0"
"7","14","22","0","0","18","1","0.15","0","18","0","0"
"7","14","23","0","0","18","0.8","0.15","0","18","0","0"
"7","15","0","0","0","17","0.8","0.15","0","17","0","0"
"7","15","1","0","0","16","0.8","0.15","0","16","0","0"
"7","15","2","0","0","16","0.8","0.15","0","16","0","0"
"7","15","3","0","0","15","0.9","0.15","0","15","0","0"
"7","15","4","0","0","14","1","0.15","0","14","0","0"
"7","15","5","0","0","15","0.9","0.15","0","0","0","0"
"7","15","6","500","45","17","1","0.15","66.72","18.796","300.95","258.577"
"7","15","7","703","70","20","1.2","0.15","272.043","27.728","1672.061","1581.105"
"7","15","8","810","85","23","1.5","0.15","499.345","36.566","3290.138","3141.847"
"7","15","9","871","96","26","1.8","0.15","710.344","44.034","4513.267","4321.636"
"7","15","10","896","110","27","1.8","0.15","878.762","49.265","5419.156","5195.425"
"7","15","11","914","116","28","1.9","0.15","993.055","52.613","6003.141","5758.717"
"7","15","12","917","121","28","1.9","0.15","1041.271","53.795","6246.467","5993.422"
"7","15","13","905","126","29","2","0.15","1019.753","53.754","6123.786","5875.087"
"7","15","14","883","125","29","2","0.15","930.703","51.61","5664.492","5432.068"
"7","15","15","845","120","29","2","0.15","781.293","48.01","4861.02","4657.067"
"7","15","16","775","116","28","1.9","0.15","586.819","42.606","3761.073","3596.095"
"7","15","17","682","98","27","1.5","0.15","365.566","36.853","2321.025","2207.074"
"7","15","18","517","72","25","1.1","0.15","151.799","29.271","813.986","753.435"
"7","15","19","178","29","22","1","0.15","22.173","22.64","112.412","76.72"
"7","15","20","0","0","20","1.1","0.15","0","20","0","0"
"7","15","21","0","0","20","1.1","0.15","0","20","0","0"
"7","15","22","0","0","19","1.1","0.15","0","19","0","0"
"7","15","23","0","0","18","1.1","0.15","0","18","0","0"
"7","16","0","0","0","17","1.1","0.15","0","17","0","0"
"7","16","1","0","0","16","1.1","0.15","0","16","0","0"
"7","16","2","0","0","16","1","0.15","0","16","0","0"
"7","16","3","0","0","15","1","0.15","0","15","0","0"
"7","16","4","0","0","15","0.9","0.15","0","15","0","0"
"7","16","5","0","0","16","1.1","0.15","0","0","0","0"
"7","16","6","393","55","18","1.4","0.15","69.053","19.758","344.519","300.602"
"7","16","7","622","86","20","1.3","0.15","261.639","27.271","1619.624","1530.526"
"7","16","8","737","108","24","1.1","0.15","483.502","38.431","3156.17","3012.625"
"7","16","9","575","217","27","1.1","0.15","621.033","45.471","3898.737","3728.881"
"7","16","10","515","309","28","1.1","0.15","753.372","50.349","4594.293","4399.79"
"7","16","11","484","377","29","1.4","0.15","848.375","52.392","5099.149","4886.757"
"7","16","12","871","145","29","1.6","0.15","1018.943","55.905","6056.616","5810.298"
"7","16","13","331","443","30","1.7","0.15","772.689","49.903","4674.369","4477.029"
"7","16","14","441","356","30","1.8","0.15","763.14","49.275","4656.259","4459.561"
"7","16","15","468","286","30","1.8","0.15","652.303","46.507","4052.709","3877.396"
"7","16","16","481","212","29","1.7","0.15","499.738","41.955","3186.783","3042.154"
"7","16","17","364","163","28","1.4","0.15","297.542","36.217","1894.04","1795.218"
"7","16","18","331","85","26","1","0.15","131.132","29.849","735.914","678.129"
"7","16","19","159","28","24","0.9","0.15","21.395","24.63","105.346","69.904"
"7","16","20","0","0","23","1","0.15","0","23","0","0"
"7","16","21","0","0","21","1.1","0.15","0","21","0","0"
"7","16","22","0","0","19","1.1","0.15","0","19","0","0"
"7","16","23","0","0","19","1.1","0.15","0","19","0","0"
"7","17","0","0","0","19","1.2","0.15","0","19","0","0"
"7","17","1","0","0","19","1.5","0.15","0","19","0","0"
"7","17","2","0","0","19","1.6","0.15","0","19","0","0"
"7","17","3","0","0","19","1.6","0.15","0","19","0","0"
"7","17","4","0","0","19","1.6","0.15","0","19","0","0"
"7","17","5","0","0","19","2","0.15","0","0","0","0"
"7","17","6","0","57","20","2.5","0.15","51.593","21.138","328.067","284.734"
"7","17","7","120","146","22","2.6","0.15","168.813","25.646","1094.758","1024.258"
"7","17","8","0","87","24","2.8","0.15","80.941","25.692","514.599","464.656"
"7","17","9","16","241","26","3.3","0.15","236.926","30.543","1522.676","1437.013"
"7","17","10","9","208","27","3.8","0.15","202.793","30.592","1285.631","1208.367"
"7","17","11","192","460","28","4","0.15","638.684","38.993","4029.4","3854.914"
"7","17","12","351","423","29","3.9","0.15","779.341","42.62","4859.417","4655.52"
"7","17","13","38","400","29","3.7","0.15","426.388","36.656","2682.24","2555.489"
"7","17","14","120","432","29","3.5","0.15","534.427","38.912","3365.899","3214.923"
"7","17","15","563","260","29","3.2","0.15","701.421","42.71","4435.954","4247.062"
"7","17","16","443","252","28","2.7","0.15","514.654","38.972","3318.538","3169.241"
"7","17","17","368","162","27","2.1","0.15","299.714","34.127","1924.803","1824.891"
"7","17","18","22","94","25","1.4","0.15","88.799","27.455","563.107","511.446"
"7","17","19","33","21","23","1.2","0.15","18.405","23.499","88.605","53.757"
"7","17","20","0","0","23","1.4","0.15","0","23","0","0"
"7","17","21","0","0","22","1.6","0.15","0","22","0","0"
"7","17","22","0","0","22","1.8","0.15","0","22","0","0"
"7","17","23","0","0","22","2","0.15","0","22","0","0"
"7","18","0","0","0","22","2.2","0.15","0","22","0","0"
"7","18","1","0","0","22","2.2","0.15","0","22","0","0"
"7","18","2","0","0","21","2.1","0.15","0","21","0","0"
"7","18","3","0","0","21","2.2","0.15","0","21","0","0"
"7","18","4","0","0","21","2.4","0.15","0","21","0","0"
"7","18","5","0","0","21","2.6","0.15","0","21","0","0"
"7","18","6","84","61","21","2.7","0.15","57.56","22.204","344.64","300.72"
"7","18","7","39","137","21","2.8","0.15","137.042","23.867","900.645","837.023"
"7","18","8","380","205","22","2.8","0.15","389.274","30.163","2598.102","2474.332"
"7","18","9","246","322","23","2.9","0.15","487.16","33.003","3183.047","3038.551"
"7","18","10","178","407","24","2.9","0.15","550.53","35.274","3535.655","3378.664"
"7","18","11","32","371","25","3.1","0.15","390.163","32.704","2491.547","2371.553"
"7","18","12","185","470","26","3.3","0.15","652.832","38.49","4119.789","3942.1"
"7","18","13","135","474","26","3","0.15","603.788","38.132","3809.628","3642.929"
"7","18","14","114","430","27","2.6","0.15","527.213","38.366","3326.684","3177.098"
"7","18","15","113","364","26","2.1","0.15","442.038","36.493","2819.714","2688.092"
"7","18","16","303","264","25","1.7","0.15","438.539","36.355","2842.593","2710.16"
"7","18","17","33","171","25","1.3","0.15","171.845","29.869","1112.757","1041.619"
"7","18","18","25","94","24","0.9","0.15","89.28","26.789","566.912","515.116"
"7","18","19","0","13","22","0.7","0.15","12.044","22.368","55.637","21.957"
"7","18","20","0","0","22","0.7","0.15","0","22","0","0"
"7","18","21","0","0","21","0.8","0.15","0","21","0","0"
"7","18","22","0","0","21","0.8","0.15","0","21","0","0"
"7","18","23","0","0","20","0.8","0.15","0","20","0","0"
"7","19","0","0","0","20","0.7","0.15","0","20","0","0"
"7","19","1","0","0","20","0.7","0.15","0","20","0","0"
"7","19","2","0","0","20","0.7","0.15","0","20","0","0"
"7","19","3","0","0","20","0.7","0.15","0","20","0","0"
"7","19","4","0","0","20","0.7","0.15","0","20","0","0"
"7","19","5","0","0","20","1","0.15","0","20","0","0"
"7","19","6","0","18","21","1.2","0.15","16.674","21.483","100.216","64.957"
"7","19","7","20","129","22","1.1","0.15","124.393","25.701","811.513","751.05"
"7","19","8","7","174","25","0.9","0.15","165.416","30.169","1063.096","993.718"
"7","19","9","15","237","26","0.5","0.15","232.489","34.085","1471.643","1387.788"
"7","19","10","352","371","28","0.3","0.15","669.6","52.743","4026.909","3852.511"
"7","19","11","53","411","29","0.5","0.15","450.021","44.604","2747.8","2618.726"
"7","19","12","21","341","30","0.8","0.15","344.408","40.974","2114.188","2007.565"
"7","19","13","383","413","30","1.1","0.15","794.816","53.523","4741.942","4542.208"
"7","19","14","144","434","30","1.3","0.15","558.649","45.74","3426.012","3272.906"
"7","19","15","528","265","30","1.4","0.15","679.408","48.785","4187.932","4007.829"
"7","19","16","472","214","30","1.2","0.15","496.489","44.425","3133.562","2990.819"
"7","19","17","429","148","29","1.1","0.15","310.773","38.216","1961.75","1860.529"
"7","19","18","403","75","28","0.8","0.15","133.827","32.099","722.093","664.798"
"7","19","19","62","25","26","0.7","0.15","20.371","26.616","91.639","56.683"
"7","19","20","0","0","25","0.8","0.15","0","25","0","0"
"7","19","21","0","0","24","0.8","0.15","0","24","0","0"
"7","19","22","0","0","24","0.7","0.15","0","24","0","0"
"7","19","23","0","0","24","0.5","0.15","0","24","0","0"
"7","20","0","0","0","24","0.4","0.15","0","24","0","0"
"7","20","1","0","0","23","0.4","0.15","0","23","0","0"
"7","20","2","0","0","22","0.5","0.15","0","22","0","0"
"7","20","3","0","0","22","0.6","0.15","0","22","0","0"
"7","20","4","0","0","21","0.7","0.15","0","21","0","0"
"7","20","5","0","0","22","0.8","0.15","0","22","0","0"
"7","20","6","0","13","23","1","0.15","12.036","23.366","70.441","36.236"
"7","20","7","93","143","25","0.7","0.15","158.164","30.204","1007.848","940.427"
"7","20","8","517","178","28","0.6","0.15","435.486","42.816","2774.492","2644.472"
"7","20","9","605","207","29","0.7","0.15","633.971","49.932","3910.16","3739.899"
"7","20","10","148","405","30","0.5","0.15","523.283","48.185","3181.995","3037.535"
"7","20","11","33","373","30","0.3","0.15","393.324","44.476","2393.366","2276.851"
"7","20","12","32","387","31","0.3","0.15","408.89","46.041","2469.186","2349.984"
"7","20","13","487","393","32","0.6","0.15","884.097","61.875","5092.666","4880.504"
"7","20","14","25","332","32","0.8","0.15","343.119","42.946","2097.245","1991.223"
"7","20","15","8","209","31","1","0.15","202.089","37.128","1250.764","1174.736"
"7","20","16","555","184","31","1.1","0.15","517.926","46.428","3250.333","3103.452"
"7","20","17","297","172","30","1.1","0.15","279.311","38.289","1761.877","1667.738"
"7","20","18","214","93","28","0.9","0.15","118.65","31.619","685.961","629.946"
"7","20","19","91","25","26","0.8","0.15","20.361","26.59","88.109","53.278"
"7","20","20","0","0","24","0.8","0.15","0","24","0","0"
"7","20","21","0","0","23","0.8","0.15","0","23","0","0"
"7","20","22","0","0","22","0.8","0.15","0","22","0","0"
"7","20","23","0","0","22","0.7","0.15","0","22","0","0"
"7","21","0","0","0","21","0.7","0.15","0","21","0","0"
"7","21","1","0","0","21","0.7","0.15","0","21","0","0"
"7","21","2","0","0","20","0.7","0.15","0","20","0","0"
"7","21","3","0","0","20","0.7","0.15","0","20","0","0"
"7","21","4","0","0","19","0.7","0.15","0","19","0","0"
"7","21","5","0","0","20","1.2","0.15","0","20","0","0"
"7","21","6","265","59","22","1.6","0.15","62.29","23.561","330.406","286.99"
"7","21","7","479","109","24","1.5","0.15","238.283","30.343","1467.807","1384.088"
"7","21","8","605","143","26","1.2","0.15","448.48","39.055","2909.476","2774.673"
"7","21","9","685","165","28","0.7","0.15","649.214","49.446","4020.935","3846.749"
"7","21","10","287","387","29","0.3","0.15","630.199","52.278","3790.173","3624.164"
"7","21","11","46","400","30","0.3","0.15","432.671","45.927","2624.335","2499.636"
"7","21","12","317","458","31","0.4","0.15","781.507","58.957","4543.391","4350.692"
"7","21","13","238","467","31","0.4","0.15","698.94","55.994","4110.066","3932.722"
"7","21","14","36","362","31","0.5","0.15","382.782","44.278","2334.81","2220.37"
"7","21","15","413","307","31","0.5","0.15","630.619","52.981","3807.327","3640.71"
"7","21","16","352","251","30","0.5","0.15","455.956","45.93","2847.309","2714.709"
"7","21","17","455","142","29","0.6","0.15","315.242","39.667","1977.518","1875.738"
"7","21","18","327","95","28","0.6","0.15","138.541","32.538","776.941","717.703"
"7","21","19","70","23","26","0.7","0.15","18.813","26.549","77.223","42.779"
"7","21","20","0","0","24","0.8","0.15","0","24","0","0"
"7","21","21","0","0","23","0.8","0.15","0","23","0","0"
"7","21","22","0","0","23","0.9","0.15","0","23","0","0"
"7","21","23","0","0","22","1","0.15","0","22","0","0"
"7","22","0","0","0","21","1","0.15","0","21","0","0"
"7","22","1","0","0","21","1","0.15","0","21","0","0"
"7","22","2","0","0","21","1","0.15","0","21","0","0"
"7","22","3","0","0","20","1.1","0.15","0","20","0","0"
"7","22","4","0","0","20","1.1","0.15","0","20","0","0"
"7","22","5","0","0","21","1.5","0.15","0","21","0","0"
"7","22","6","160","66","23","2.1","0.15","63.453","24.467","362.042","317.505"
"7","22","7","173","141","25","2.3","0.15","178.988","29.077","1136.738","1064.75"
"7","22","8","0","118","27","2.3","0.15","109.793","29.514","695.987","639.617"
"7","22","9","0","36","28","2","0.15","33.477","28.811","199.081","160.318"
"7","22","10","5","168","29","1.6","0.15","161.578","33.248","1004.414","937.115"
"7","22","11","14","271","30","1.4","0.15","269.134","37.394","1667.614","1576.816"
"7","22","12","412","409","31","1.4","0.15","834.263","53.985","4966.801","4759.099"
"7","22","13","427","398","31","1.4","0.15","830.541","53.888","4951.519","4744.359"
"7","22","14","520","336","31","1.3","0.15","817.255","54.086","4893.34","4688.241"
"7","22","15","432","298","30","1.3","0.15","636.97","48.017","3930.28","3759.306"
"7","22","16","407","236","30","1.3","0.15","478.275","43.563","3023.497","2884.654"
"7","22","17","302","204","29","1.2","0.15","310.662","37.999","1970.052","1868.536"
"7","22","18","163","116","27","0.8","0.15","129.9","31.104","779.265","719.944"
"7","22","19","0","15","25","0.6","0.15","13.907","25.415","55.853","22.166"
"7","22","20","0","0","24","0.6","0.15","0","24","0","0"
"7","22","21","0","0","24","0.7","0.15","0","24","0","0"
"7","22","22","0","0","23","0.7","0.15","0","23","0","0"
"7","22","23","0","0","23","0.7","0.15","0","23","0","0"
"7","23","0","0","0","23","0.7","0.15","0","23","0","0"
"7","23","1","0","0","22","0.7","0.15","0","22","0","0"
"7","23","2","0","0","22","0.7","0.15","0","22","0","0"
"7","23","3","0","0","22","0.7","0.15","0","22","0","0"
"7","23","4","0","0","22","0.7","0.15","0","22","0","0"
"7","23","5","0","0","22","1","0.15","0","22","0","0"
"7","23","6","0","50","24","1.4","0.15","45.482","25.256","281.026","239.36"
"7","23","7","64","138","26","1.5","0.15","144.896","29.914","925.736","861.225"
"7","23","8","346","244","28","1.4","0.15","408.128","39.315","2623.976","2499.29"
"7","23","9","460","282","29","1.3","0.15","602.471","46.062","3762.85","3597.809"
"7","23","10","174","404","30","1.2","0.15","544.981","45.742","3353.94","3203.388"
"7","23","11","121","453","31","1","0.15","565.175","48.124","3423.12","3270.117"
"7","23","12","588","327","31","0.7","0.15","929.885","61.576","5371.005","5148.98"
"7","23","13","215","470","32","0.5","0.15","679.819","55.601","4001.712","3828.207"
"7","23","14","294","413","32","0.3","0.15","681.855","57.17","4007.897","3834.172"
"7","23","15","485","306","32","0.2","0.15","686.071","58.207","4056.529","3881.082"
"7","23","16","258","269","31","0.1","0.15","416.601","47.459","2573.64","2450.737"
"7","23","17","269","174","30","0.3","0.15","269.979","39.992","1690","1598.408"
"7","23","18","233","90","29","0.4","0.15","118.695","33.15","674.813","619.193"
"7","23","19","28","16","27","0.6","0.15","14.243","27.425","56.673","22.956"
"7","23","20","0","0","26","0.7","0.15","0","26","0","0"
"7","23","21","0","0","25","0.7","0.15","0","25","0","0"
"7","23","22","0","0","25","0.7","0.15","0","25","0","0"
"7","23","23","0","0","24","0.8","0.15","0","24","0","0"
"7","24","0","0","0","23","0.8","0.15","0","23","0","0"
"7","24","1","0","0","22","0.7","0.15","0","22","0","0"
"7","24","2","0","0","22","0.7","0.15","0","22","0","0"
"7","24","3","0","0","21","0.7","0.15","0","21","0","0"
"7","24","4","0","0","21","0.8","0.15","0","21","0","0"
"7","24","5","0","0","22","1.1","0.15","0","22","0","0"
"7","24","6","123","65","24","1.5","0.15","61.468","25.624","356.178","311.849"
"7","24","7","312","150","26","1.4","0.15","226.543","32.206","1411.777","1330.044"
"7","24","8","458","202","29","1.2","0.15","427.502","41.433","2734.637","2606.029"
"7","24","9","552","237","30","0.9","0.15","623.669","49.514","3849.377","3681.27"
"7","24","10","557","294","31","0.6","0.15","775.455","57.262","4596.853","4402.26"
"7","24","11","591","310","32","0.4","0.15","886.723","63.793","5083.9","4872.048"
"7","24","12","354","433","33","0.3","0.15","794.382","62.304","4555.745","4362.609"
"7","24","13","70","442","33","0.3","0.15","500.932","51.44","2976.317","2839.146"
"7","24","14","279","416","33","0.3","0.15","671.452","57.784","3934.466","3763.344"
"7","24","15","344","333","32","0.2","0.15","597.848","54.82","3573.708","3415.369"
"7","24","16","208","276","32","0.2","0.15","389.911","46.909","2407.375","2290.363"
"7","24","17","423","166","31","0.3","0.15","324.479","42.999","2010.979","1908.014"
"7","24","18","273","101","30","0.2","0.15","134.491","34.995","759.292","700.679"
"7","24","19","51","19","28","0.2","0.15","15.674","28.528","62.318","28.401"
"7","24","20","0","0","27","0.2","0.15","0","27","0","0"
"7","24","21","0","0","27","0.2","0.15","0","27","0","0"
"7","24","22","0","0","26","0.3","0.15","0","26","0","0"
"7","24","23","0","0","25","0.6","0.15","0","25","0","0"
"7","25","0","0","0","23","0.8","0.15","0","23","0","0"
"7","25","1","0","0","22","0.8","0.15","0","22","0","0"
"7","25","2","0","0","21","0.9","0.15","0","21","0","0"
"7","25","3","0","0","21","1","0.15","0","21","0","0"
"7","25","4","0","0","20","1","0.15","0","20","0","0"
"7","25","5","0","0","21","1.2","0.15","0","21","0","0"
"7","25","6","192","62","22","1.6","0.15","61.096","23.558","341.66","297.845"
"7","25","7","396","130","24","1.7","0.15","232.657","29.943","1448.127","1365.106"
"7","25","8","529","175","26","1.7","0.15","437.665","37.362","2852.914","2720.115"
"7","25","9","616","205","29","1.7","0.15","639.427","45.566","4019.494","3845.359"
"7","25","10","675","222","30","1.6","0.15","807.612","51.344","4923.439","4717.273"
"7","25","11","261","444","31","1.6","0.15","697.887","49.372","4230.628","4049.011"
"7","25","12","266","467","32","1.7","0.15","740.76","51.071","4451.059","4261.632"
"7","25","13","244","463","32","1.8","0.15","709.779","49.889","4286.241","4102.654"
"7","25","14","116","426","32","1.9","0.15","526.611","44.996","3235.069","3088.729"
"7","25","15","329","336","32","2","0.15","589.248","46.298","3651.276","3490.188"
"7","25","16","566","178","31","1.9","0.15","518.519","43.896","3291.495","3143.156"
"7","25","17","351","187","30","1.6","0.15","313.908","38.289","1986.046","1883.964"
"7","25","18","185","111","28","1.2","0.15","128.79","31.665","762.011","703.302"
"7","25","19","0","14","26","1.1","0.15","12.979","26.34","51.684","18.145"
"7","25","20","0","0","24","1.4","0.15","0","24","0","0"
"7","25","21","0","0","24","1.7","0.15","0","24","0","0"
"7","25","22","0","0","23","1.9","0.15","0","23","0","0"
"7","25","23","0","0","23","2","0.15","0","23","0","0"
"7","26","0","0","0","23","2.1","0.15","0","23","0","0"
"7","26","1","0","0","22","2.2","0.15","0","22","0","0"
"7","26","2","0","0","22","2.2","0.15","0","22","0","0"
"7","26","3","0","0","22","2","0.15","0","22","0","0"
"7","26","4","0","0","22","1.6","0.15","0","22","0","0"
"7","26","5","0","0","22","1.6","0.15","0","22","0","0"
"7","26","6","0","7","22","1.9","0.15","6.476","22.16","36.732","3.722"
"7","26","7","1","114","23","2.5","0.15","105.423","25.333","688.033","631.944"
"7","26","8","0","112","23","2.9","0.15","104.221","25.142","672.104","616.58"
"7","26","9","0","84","24","3","0.15","78.211","25.575","491.406","442.285"
"7","26","10","0","71","24","3","0.15","66.167","25.33","409.737","363.51"
"7","26","11","79","433","24","3.2","0.15","497.954","33.679","3190.204","3045.454"
"7","26","12","13","250","24","3.5","0.15","249.072","28.61","1593.88","1505.694"
"7","26","13","173","471","24","3.7","0.15","640.249","35.514","4090.719","3914.06"
"7","26","14","21","310","24","3.5","0.15","312.175","29.785","2009.991","1907.06"
"7","26","15","37","310","24","3","0.15","326.173","30.565","2111.044","2004.532"
"7","26","16","0","110","24","2.3","0.15","102.452","26.342","652.765","597.926"
"7","26","17","0","62","24","1.7","0.15","57.605","25.493","364.095","319.485"
"7","26","18","0","71","23","1.7","0.15","65.341","24.695","418.815","372.266"
"7","26","19","0","4","22","1.9","0.15","3.699","22.081","14.072","0"
"7","26","20","0","0","21","2.2","0.15","0","21","0","0"
"7","26","21","0","0","21","2.3","0.15","0","21","0","0"
"7","26","22","0","0","21","2.2","0.15","0","21","0","0"
"7","26","23","0","0","20","2.2","0.15","0","20","0","0"
"7","27","0","0","0","20","2.1","0.15","0","20","0","0"
"7","27","1","0","0","19","2.1","0.15","0","19","0","0"
"7","27","2","0","0","19","1.9","0.15","0","19","0","0"
"7","27","3","0","0","18","1.6","0.15","0","18","0","0"
"7","27","4","0","0","18","1.5","0.15","0","18","0","0"
"7","27","5","0","0","18","1.8","0.15","0","18","0","0"
"7","27","6","47","53","19","2.5","0.15","49.162","20.072","300.577","258.217"
"7","27","7","209","133","20","2.9","0.15","181.828","23.71","1173.169","1099.89"
"7","27","8","621","132","22","3","0.15","444.485","31.02","2979.327","2842.049"
"7","27","9","358","288","23","2.7","0.15","533.166","34.348","3483.275","3328.14"
"7","27","10","771","153","25","2.2","0.15","818.75","44.126","5155.757","4941.36"
"7","27","11","804","155","26","1.8","0.15","934.342","49.641","5720.391","5485.986"
"7","27","12","816","157","26","1.6","0.15","985.802","52.029","5960.252","5717.348"
